"rule","hh","pool","engines","mined_frames","n_flagged_train","precision_train","precision_train_lcb","n_flagged_state","n_new_at_rank","rank","role"
"rawben_rel_max >=   0.494 & rawben_rel_max <   0.742 & total_deductions_by_hh_size >= 315.000 & total_deductions_by_hh_size < 332.000","4+","national","xgboost","any_error",45,0.5333,0.3663,3,2,42,"core"
"cat_elig <= 1.50 & HH_size_n > 5.50 & rawben_rel_max <= 0.73","4+","state","ranger","any_error",30,0.5667,0.3625,30,4,43,"core"
"elderly_disabled_i >   0.50 & medical_deductions <= 282.00 & unc_rawben_rel_max >   1.26 & utilities <=  29.50","1","national","ranger","any_error",182,0.4451,0.3622,7,1,44,"core"
"elderly_disabled_i >   0.5 & medical_deductions <= 282.0 & total_deductions_by_hh_size > 504.0 & utilities <=  18.5","1","national","ranger","any_error",328,0.4238,0.3621,11,1,45,"core"
"months_since_cert_n >=   4 & shelter_expenses_by_hh_size < 677 & total_deductions_by_hh_size >= 627","2-3","national","xgboost","any_error",88,0.4773,0.3584,2,1,46,"core"
"children_i >  0.500 & elderly_disabled_i >  0.500 & unc_rawben_rel_max > -0.447","1","national","ranger","any_error",37,0.5405,0.3573,3,3,47,"core"
"HH_size_n > 4.500 & months_since_cert_n > 1.500 & rawben_rel_max <= 0.581","4+","state","ranger","any_error",60,0.5,0.3562,60,28,48,"core"
"months_since_cert_n >=   7 & total_deductions_by_hh_size >= 218 & total_deductions_by_hh_size < 375 & utilities < 442","4+","national","xgboost","any_error",135,0.4519,0.356,9,5,49,"core"
"elderly_disabled_i >   0.5 & expedited_i <=   0.5 & total_deductions_by_hh_size > 539.0 & utilities <= 490.0","2-3","national","ranger","any_error",148,0.4459,0.3545,6,4,50,"core"
"expedited_i <=   0.500 & rawben_rel_max >   0.997 & shelter_expenses_by_hh_size <= 670.000 & unc_rawben_rel_max >   1.520","2-3","national","ranger","any_error",143,0.4476,0.3545,5,1,51,"core"
"elderly_disabled_i >   0.5 & percent_abawd <=   0.5 & shelter_expenses_by_hh_size <= 842.0 & unc_rawben_rel_max >   1.8","1","national","ranger","any_error",290,0.4172,0.352,3,1,52,"core"
"total_deductions_by_hh_size >= 599.000 & unc_rawben_rel_max <   0.993 & utilities <  41.000","1","national","xgboost","any_error",303,0.4158,0.352,9,2,53,"core"
"married >   0.500 & rawben_rel_max <=   0.605 & total_deductions_by_hh_size > 546.000","2-3","national","ranger","any_error",124,0.4516,0.3519,3,1,54,"core"
"shelter_expenses_by_hh_size >= 970.000 & unc_rawben_rel_max <   0.998 & utilities < 505.000","2-3","national","xgboost","any_error",85,0.4706,0.3502,4,4,55,"core"
"elderly_disabled_i >   0.5 & shelter_expenses_by_hh_size > 922.0 & total_deductions_by_hh_size > 343.0 & utilities <=   8.0","1","national","ranger","any_error",227,0.4229,0.3493,7,1,56,"core"
"cat_elig <=   1.5 & HH_size_n >   5.5 & shelter_expenses_by_hh_size > 159.0","4+","state","ranger","any_error",31,0.5484,0.3492,31,7,57,"core"
"children_i <   1.000 & rawben_rel_max <   0.996 & shelter_expenses_by_hh_size >= 851.000 & utilities < 471.000","2-3","national","xgboost","any_error",78,0.4744,0.3488,4,2,58,"core"
"rawben_rel_max <   0.949 & shelter_expenses_by_hh_size < 370.000 & total_deductions_by_hh_size >= 305.000 & utilities >= 410.000","4+","national","xgboost","any_error",110,0.4545,0.3488,2,1,59,"core"
"medical_deductions > 116.000 & medical_deductions <= 124.000 & rawben_rel_max >   0.262 & shelter_expenses_by_hh_size <= 848.000","1","national","ranger","any_error",38,0.5263,0.3467,1,1,60,"core"
"HH_size_n >=  5.000 & months_since_cert_n >=  2.000 & rawben_rel_max <  0.618 & total_deductions_by_hh_size >= 96.200","4+","state","xgboost","any_error",45,0.5111,0.3462,45,2,61,"core"
"HH_size_n > 4.500 & months_since_cert_n > 1.500 & rawben_rel_max <= 0.601","4+","state","ranger","any_error",64,0.4844,0.3461,64,2,62,"core"
"elderly_disabled_i >   0.5 & total_deductions_by_hh_size > 512.0 & unc_rawben_rel_max <=   1.0 & utilities <= 199.0","1","national","ranger","any_error",450,0.3978,0.3456,12,4,63,"core"
"married <=   0.5 & months_since_cert_n >   5.5 & unc_rawben_rel_max >   1.8 & utilities <= 456.0","1","national","ranger","any_error",377,0.4005,0.3436,14,6,64,"core"
"elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.993 & total_deductions_by_hh_size >= 126.000 & unc_rawben_rel_max <   1.010","4+","national","xgboost","any_error",43,0.5116,0.3432,2,1,65,"core"
"shelter_expenses_by_hh_size < 488.00 & total_deductions_by_hh_size >= 320.00 & unc_rawben_rel_max <   1.02 & utilities >= 368.00","4+","national","xgboost","any_error",247,0.413,0.3427,6,1,66,"core"
"children_i <=   0.500 & total_deductions_by_hh_size > 471.000 & unc_rawben_rel_max <=   0.863 & utilities <= 490.000","2-3","national","ranger","any_error",135,0.437,0.3421,3,1,67,"core"
"rawben_rel_max >   0.987 & unc_rawben_rel_max >   0.323 & unc_rawben_rel_max <=   0.991 & utilities <= 392.000","1","national","ranger","any_error",261,0.41,0.3417,2,1,68,"core"
"cat_elig > 0.50 & elderly_disabled_i > 0.50 & unc_rawben_rel_max > 1.52","2-3","national","ranger","any_error",195,0.4205,0.3415,2,1,69,"core"
"HH_size_n >   5.5 & months_since_cert_n >   2.5 & months_since_cert_n <=  10.5 & utilities > 214.0","4+","state","ranger","any_error",34,0.5294,0.3404,34,8,70,"core"
"HH_size_n > 4.500 & rawben_rel_max <= 0.604 & unc_rawben_rel_max > 0.379 & unc_rawben_rel_max <= 0.523","4+","state","ranger","any_error",34,0.5294,0.3404,34,5,71,"core"
"HH_size_n >=   5.000 & rawben_rel_max >=   0.372 & rawben_rel_max <   0.568 & shelter_expenses_by_hh_size < 379.000","4+","state","xgboost","any_error",41,0.5122,0.3401,41,3,72,"core"
"HH_size_n >   4.500 & percent_abawd <=   0.100 & rawben_rel_max <=   0.523 & shelter_expenses_by_hh_size > 160.000","4+","state","ranger","any_error",53,0.4906,0.3393,53,5,73,"core"
"total_deductions_by_hh_size >= 676.00 & unc_rawben_rel_max >=   1.90 & unc_rawben_rel_max <   2.23 & utilities < 415.00","1","national","xgboost","any_error",108,0.4444,0.3385,3,1,74,"core"
"HH_size_n <=   2.500 & medical_deductions > 128.000 & total_deductions_by_hh_size > 489.000 & unc_rawben_rel_max <=   0.996","2-3","national","ranger","any_error",168,0.4226,0.3377,2,1,75,"core"
"HH_size_n > 5.500 & unc_rawben_rel_max <= 0.677","4+","state","ranger","any_error",39,0.5128,0.3368,39,1,76,"core"
"HH_size_n >= 5.000 & rawben_rel_max >= 0.871 & rawben_rel_max < 0.882","4+","national","xgboost","any_error",91,0.4505,0.3354,3,3,77,"core"
"elderly_disabled_i <   1 & shelter_expenses_by_hh_size >= 229 & utilities >= 372 & utilities < 424","4+","state","xgboost","any_error",37,0.5135,0.3333,37,18,78,"buffer"
"months_since_cert_n >   5.500 & rawben_rel_max <=   0.998 & shelter_expenses_by_hh_size > 182.000 & utilities <= 278.000","4+","national","ranger","any_error",82,0.4512,0.3304,3,1,79,"buffer"
"shelter_expenses_by_hh_size >= 286.000 & shelter_expenses_by_hh_size < 464.000 & total_deductions_by_hh_size >= 392.000 & unc_rawben_rel_max <   0.967","4+","national","xgboost","any_error",82,0.4512,0.3304,6,1,80,"buffer"
"rawben_rel_max <   0.787 & shelter_expenses_by_hh_size < 590.000 & total_deductions_by_hh_size >= 518.000","2-3","national","xgboost","any_error",124,0.4274,0.3293,5,2,81,"buffer"
"rawben_rel_max >=   0.313 & shelter_expenses_by_hh_size >= 425.000 & total_deductions_by_hh_size >= 244.000 & total_deductions_by_hh_size < 261.000","4+","national","xgboost","any_error",114,0.4298,0.3276,1,1,82,"buffer"
"married >= 1.000 & rawben_rel_max >= 0.994 & unc_rawben_rel_max < 1.000","2-3","national","xgboost","any_error",40,0.5,0.3274,1,1,83,"buffer"
"shelter_expenses_by_hh_size < 370.000 & total_deductions_by_hh_size >= 282.000 & unc_rawben_rel_max <   0.992 & utilities >= 306.000","4+","national","xgboost","any_error",195,0.4051,0.327,13,4,84,"buffer"
"total_deductions_by_hh_size > 614 & utilities <= 578","2-3","national","ranger","any_error",306,0.3889,0.3265,6,1,85,"buffer"
"HH_size_n >   5.500 & unc_rawben_rel_max <=   0.759 & utilities > 184.000","4+","state","ranger","any_error",45,0.4889,0.3263,45,3,86,"buffer"
"HH_size_n > 5.50 & rawben_rel_max <= 0.73","4+","state","ranger","any_error",45,0.4889,0.3263,45,1,87,"buffer"
"shelter_expenses_by_hh_size > 207 & total_deductions_by_hh_size > 120 & total_deductions_by_hh_size <= 169","4+","state","ranger","any_error",60,0.4667,0.3259,60,27,88,"buffer"
"HH_size_n >=   5 & shelter_expenses_by_hh_size >= 163 & shelter_expenses_by_hh_size < 310 & total_deductions_by_hh_size >= 200","4+","national","xgboost","any_error",262,0.3931,0.3258,15,2,89,"buffer"
"months_since_cert_n >=   2.00 & rawben_rel_max <   0.83 & shelter_expenses_by_hh_size < 307.00 & total_deductions_by_hh_size >= 134.00","4+","state","xgboost","any_error",55,0.4727,0.3257,55,5,90,"buffer"
"HH_size_n > 4.500 & married <= 0.500 & months_since_cert_n <= 6.500 & rawben_rel_max <= 0.582","4+","state","ranger","any_error",33,0.5152,0.3254,33,1,91,"buffer"
"expedited_i <= 0.50 & unc_rawben_rel_max > 1.39","4+","national","ranger","any_error",33,0.5152,0.3254,1,1,92,"buffer"
"months_since_cert_n >  10.5 & total_deductions_by_hh_size > 424.0 & utilities <=  29.5","1","national","ranger","any_error",205,0.4,0.324,10,3,93,"buffer"
"count_divisible_by_100 <=   1.5 & elderly_disabled_i >   0.5 & shelter_expenses_by_hh_size > 392.0 & utilities <= 428.0","4+","national","ranger","any_error",63,0.4603,0.3233,2,1,94,"buffer"
"cat_elig > 1.500 & percent_abawd <= 0.167 & rawben_rel_max > 0.994 & rawben_rel_max <= 0.997","2-3","national","ranger","any_error",58,0.4655,0.3227,1,1,95,"buffer"
"HH_size_n >= 5.000 & months_since_cert_n >= 2.000 & rawben_rel_max < 0.697","4+","state","xgboost","any_error",76,0.4474,0.3226,76,1,96,"buffer"
"cat_elig <=   1.5 & months_since_cert_n >   0.5 & shelter_expenses_by_hh_size > 234.0 & utilities > 370.0","4+","state","ranger","any_error",43,0.4884,0.3226,43,4,97,"buffer"
"medical_deductions >= 183.000 & rawben_rel_max >=   0.868 & rawben_rel_max <   0.990","1","national","xgboost","any_error",154,0.4091,0.3215,1,1,98,"buffer"
"rawben_rel_max <   0.996 & shelter_expenses_by_hh_size >= 851.000 & utilities < 471.000","2-3","national","xgboost","any_error",176,0.4034,0.3215,12,4,99,"buffer"
"rawben_rel_max <   0.916 & shelter_expenses_by_hh_size >= 275.000 & shelter_expenses_by_hh_size < 307.000 & total_deductions_by_hh_size >=  85.600","4+","state","xgboost","any_error",31,0.5161,0.3211,31,7,100,"buffer"
"cat_elig >   0.5 & HH_size_n >   5.5 & shelter_expenses_by_hh_size <= 310.0 & total_deductions_by_hh_size > 183.0","4+","national","ranger","any_error",160,0.4062,0.3204,14,1,101,"buffer"
"elderly_disabled_i >=   1.00 & total_deductions_by_hh_size < 489.00 & unc_rawben_rel_max >=   1.48 & utilities < 414.00","1","national","xgboost","any_error",133,0.4135,0.3195,4,2,102,"buffer"
"shelter_expenses_by_hh_size >= 1330.00 & shelter_expenses_by_hh_size < 1770.00 & unc_rawben_rel_max >=    2.52","1","national","xgboost","any_error",114,0.4211,0.3195,2,1,103,"buffer"
"shelter_expenses_by_hh_size > 218 & utilities > 370 & utilities <= 416","4+","state","ranger","any_error",56,0.4643,0.3194,56,1,104,"buffer"
"rawben_rel_max >=   0.988 & total_deductions_by_hh_size >= 489.000 & unc_rawben_rel_max <   1.000 & utilities < 819.000","1","national","xgboost","any_error",632,0.3623,0.3192,5,2,105,"buffer"
"months_since_cert_n >  5.50 & unc_rawben_rel_max <=  1.04 & utilities > 30.50 & utilities <= 44.50","4+","national","ranger","any_error",41,0.4878,0.3186,6,3,106,"buffer"
"HH_size_n <   3.000 & rawben_rel_max <   0.619 & total_deductions_by_hh_size >= 518.000 & utilities < 580.000","2-3","national","xgboost","any_error",254,0.3858,0.3179,6,1,107,"buffer"
"medical_deductions >= 117.000 & medical_deductions < 130.000 & rawben_rel_max >=   0.268 & total_deductions_by_hh_size < 735.000","1","national","xgboost","any_error",107,0.4206,0.316,2,1,108,"buffer"
"shelter_expenses_by_hh_size < 457 & total_deductions_by_hh_size >= 305 & utilities >= 376","4+","national","xgboost","any_error",293,0.3788,0.3157,8,1,109,"buffer"
"HH_size_n > 4.500 & rawben_rel_max <= 0.581 & unc_rawben_rel_max > 0.154","4+","state","ranger","any_error",83,0.4337,0.3151,83,3,110,"buffer"
"expedited_i > 0.500 & HH_size_n <= 4.500 & months_since_cert_n > 9.500 & rawben_rel_max <= 0.998","4+","national","ranger","any_error",34,0.5,0.3147,1,1,111,"buffer"
"unc_rawben_rel_max >  0.695 & unc_rawben_rel_max <=  0.976 & utilities > 30.500 & utilities <= 40.500","4+","national","ranger","any_error",44,0.4773,0.3145,8,6,112,"buffer"
"medical_deductions <=   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 880.000 & utilities <=   5.000","1","national","ranger","any_error",277,0.3791,0.3142,6,1,113,"buffer"
"cat_elig >=   1 & HH_size_n >=   6 & utilities >= 415 & utilities < 431","4+","national","xgboost","any_error",94,0.4255,0.3142,24,3,114,"buffer"
"rawben_rel_max <   0.794 & utilities >= 344.000 & utilities < 347.000","2-3","national","xgboost","any_error",100,0.42,0.3122,1,1,115,"buffer"
"months_since_cert_n >=   2 & shelter_expenses_by_hh_size >= 253 & shelter_expenses_by_hh_size < 310","4+","state","xgboost","any_error",47,0.4681,0.311,47,8,116,"buffer"
"months_since_cert_n >=   7.0 & months_since_cert_n <  22.0 & unc_rawben_rel_max >=   1.6 & utilities < 391.0","1","national","xgboost","any_error",312,0.3718,0.3108,7,1,117,"buffer"
"total_deductions_by_hh_size >= 107 & utilities >= 345 & utilities < 347","2-3","national","xgboost","any_error",76,0.4342,0.3107,2,2,118,"buffer"
"rawben_rel_max <   0.482 & total_deductions_by_hh_size >= 504.000 & utilities < 493.000","2-3","national","xgboost","any_error",165,0.3939,0.3102,5,1,119,"buffer"
"total_deductions_by_hh_size > 468.00 & unc_rawben_rel_max <=   0.78 & utilities <= 578.00","2-3","national","ranger","any_error",623,0.3531,0.31,22,5,120,"buffer"
"medical_deductions >=  5.00000 & medical_deductions <  8.00000 & unc_rawben_rel_max >= -0.00344","1","national","xgboost","any_error",90,0.4222,0.3089,2,1,121,"buffer"
"percent_abawd > 0.125 & rawben_rel_max <= 0.700 & unc_rawben_rel_max > 0.675","2-3","national","ranger","any_error",50,0.46,0.3081,1,1,122,"buffer"
"months_since_cert_n >=   7.00 & unc_rawben_rel_max >=   1.63 & utilities < 462.00","1","national","xgboost","any_error",512,0.3555,0.308,17,2,123,"buffer"
"HH_size_n > 4.500 & months_since_cert_n > 8.500 & rawben_rel_max <= 0.976 & unc_rawben_rel_max > 0.678","4+","national","ranger","any_error",392,0.3622,0.308,6,4,124,"buffer"
"count_divisible_by_100 <   1.00 & elderly_disabled_i >=   1.00 & unc_rawben_rel_max >=   1.24 & utilities < 385.00","1","national","xgboost","any_error",511,0.3542,0.3068,16,4,125,"buffer"
"months_since_cert_n >=  6.000 & rawben_rel_max >=  0.785 & rawben_rel_max <  0.963 & total_deductions_by_hh_size >= 80.300","4+","national","xgboost","any_error",628,0.3487,0.306,15,3,126,"buffer"
"unc_rawben_rel_max >=  -0.00400 & unc_rawben_rel_max <  -0.00344 & utilities >= 284.00000","1","national","xgboost","any_error",102,0.4118,0.3057,1,1,127,"buffer"
"rawben_rel_max <   0.83 & shelter_expenses_by_hh_size >= 253.00 & shelter_expenses_by_hh_size < 293.00","4+","state","xgboost","any_error",40,0.475,0.3056,40,1,128,"buffer"
"married <=   0.500 & rawben_rel_max <=   0.513 & shelter_expenses_by_hh_size > 145.000 & shelter_expenses_by_hh_size <= 435.000","4+","state","ranger","any_error",61,0.4426,0.3055,61,19,129,"buffer"
"months_since_cert_n >=   6 & total_deductions_by_hh_size >= 489 & utilities < 277","1","national","xgboost","any_error",572,0.3497,0.3049,12,1,130,"buffer"
"cat_elig <   2 & months_since_cert_n >=   6 & shelter_expenses_by_hh_size >= 164 & utilities >= 372","4+","state","xgboost","any_error",35,0.4857,0.3047,35,3,131,"buffer"
"elderly_disabled_i >=   1.00 & months_since_cert_n >=  17.00 & shelter_expenses_by_hh_size < 447.00 & unc_rawben_rel_max >=   1.48","1","national","xgboost","any_error",30,0.5,0.3046,2,1,132,"buffer"
"months_since_cert_n >  5.5 & months_since_cert_n <=  6.5 & total_deductions_by_hh_size > 62.5","4+","state","ranger","any_error",30,0.5,0.3046,30,1,133,"buffer"
"cat_elig >   0.500 & total_deductions_by_hh_size > 606.000 & unc_rawben_rel_max <=   0.991 & utilities <= 346.000","1","national","ranger","any_error",714,0.3445,0.3045,12,1,134,"buffer"
"months_since_cert_n >=   1 & shelter_expenses_by_hh_size >= 229 & total_deductions_by_hh_size < 228 & utilities >= 372","4+","state","xgboost","any_error",72,0.4306,0.3044,72,8,135,"buffer"
"shelter_expenses_by_hh_size > 158.000 & unc_rawben_rel_max >   0.996 & unc_rawben_rel_max <=   0.998","4+","national","ranger","any_error",48,0.4583,0.3039,2,1,136,"buffer"
"months_since_cert_n >=  11.000 & rawben_rel_max >=   0.868 & total_deductions_by_hh_size >= 329.000 & utilities < 361.000","1","national","xgboost","any_error",334,0.3623,0.3037,9,1,137,"buffer"
"rawben_rel_max <   0.961 & shelter_expenses_by_hh_size >= 450.000 & total_deductions_by_hh_size >= 413.000 & utilities < 361.000","2-3","national","xgboost","any_error",189,0.381,0.3032,2,1,138,"buffer"
"expedited_i <=   0.500 & rawben_rel_max <=   0.991 & shelter_expenses_by_hh_size > 879.000 & utilities <=  14.500","1","national","ranger","any_error",296,0.3649,0.3027,9,1,139,"buffer"
"HH_size_n >   4.500 & rawben_rel_max >   0.154 & rawben_rel_max <=   0.655 & utilities > 362.000","4+","state","ranger","any_error",89,0.4157,0.3025,89,2,140,"buffer"
"elderly_disabled_i >=   1.00 & unc_rawben_rel_max >=   1.39 & utilities < 600.00","2-3","national","xgboost","any_error",143,0.3916,0.3023,4,1,141,"buffer"
"children_i <=   0.5 & total_deductions_by_hh_size > 471.0 & utilities <= 490.0","2-3","national","ranger","any_error",240,0.3708,0.3019,6,1,142,"buffer"
"months_since_cert_n <  10 & total_deductions_by_hh_size >= 121 & utilities >= 372 & utilities < 424","4+","state","xgboost","any_error",59,0.4407,0.3017,59,6,143,"buffer"
"shelter_expenses_by_hh_size >= 234 & shelter_expenses_by_hh_size < 311 & utilities >= 372","4+","state","xgboost","any_error",59,0.4407,0.3017,59,2,144,"buffer"
"HH_size_n >= 6.000 & months_since_cert_n >= 1.000 & rawben_rel_max < 0.867","4+","state","xgboost","any_error",51,0.451,0.3015,51,3,145,"buffer"
"rawben_rel_max >   0.151 & total_deductions_by_hh_size > 468.000 & unc_rawben_rel_max <=   0.997 & utilities <= 560.000","2-3","national","ranger","any_error",690,0.342,0.3014,25,1,146,"buffer"
"medical_deductions >=  3.000 & medical_deductions < 14.000 & rawben_rel_max >=  0.275 & rawben_rel_max <  0.694","1","national","xgboost","any_error",81,0.4198,0.3012,4,3,147,"buffer"
"elderly_disabled_i <=  0.500 & expedited_i >  0.500 & rawben_rel_max <=  0.535 & utilities > 18.500","1","national","ranger","any_error",112,0.4018,0.301,1,1,148,"buffer"
"rawben_rel_max <   0.866 & shelter_expenses_by_hh_size < 482.000 & total_deductions_by_hh_size >= 286.000","4+","national","xgboost","any_error",444,0.3514,0.3007,18,2,149,"buffer"
"medical_deductions > 116.000 & rawben_rel_max >   0.940 & rawben_rel_max <=   0.991","1","national","ranger","any_error",185,0.3784,0.3,2,1,150,"buffer"
