"rule","hh","pool","engines","mined_frames","n_flagged_train","precision_train","precision_train_lcb","n_flagged_state","n_new_at_rank","rank","role"
"total_deductions_by_hh_size >   7.80 & total_deductions_by_hh_size <= 752.00 & unc_rawben_rel_max >   1.93 & utilities <= 466.00","1","national","ranger","any_error",49,0.5714,0.4081,1,1,27,"buffer"
"cat_elig <=   1.5 & months_since_cert_n >   3.5 & total_deductions_by_hh_size > 236.0","4+","state","ranger","any_error",31,0.6129,0.4076,31,1,28,"buffer"
"rawben_rel_max >   0.993 & total_deductions_by_hh_size <= 911.000 & unc_rawben_rel_max >   1.930 & utilities <= 552.000","1","national","ranger","any_error",152,0.5,0.4073,5,1,29,"buffer"
"HH_size_n <=   4.5 & shelter_expenses_by_hh_size <= 466.0 & total_deductions_by_hh_size > 229.0","4+","state","ranger","any_error",33,0.6061,0.4071,33,2,30,"buffer"
"medical_deductions >= 195.000 & medical_deductions < 264.000 & rawben_rel_max >=   0.386 & unc_rawben_rel_max >=   0.392","2-3","national","xgboost","any_error",37,0.5946,0.4068,2,1,31,"buffer"
"months_since_cert_n >   4.500 & shelter_expenses_by_hh_size > 182.000 & unc_rawben_rel_max <=   0.616","4+","state","ranger","any_error",56,0.5536,0.4012,56,22,32,"buffer"
"rawben_rel_max >    0.0441 & total_deductions_by_hh_size >  468.0000 & total_deductions_by_hh_size <= 1340.0000 & unc_rawben_rel_max >    1.9600","2-3","national","ranger","any_error",54,0.5556,0.4005,2,2,33,"buffer"
"elderly_disabled_i <=   0.500 & months_since_cert_n >   5.500 & rawben_rel_max <=   0.831 & shelter_expenses_by_hh_size > 160.000","4+","state","ranger","any_error",54,0.5556,0.4005,54,5,34,"buffer"
"cat_elig <=   1.5 & HH_size_n <=   5.5 & total_deductions_by_hh_size > 222.0","4+","state","ranger","any_error",50,0.56,0.3989,50,3,35,"buffer"
"months_since_cert_n >   6.5000 & percent_abawd <=   0.0833 & rawben_rel_max <=   0.8880 & total_deductions_by_hh_size > 125.0000","4+","state","ranger","any_error",46,0.5652,0.3974,46,4,36,"buffer"
"elderly_disabled_i >=   1.00 & rawben_rel_max >=   0.86 & shelter_expenses_by_hh_size < 666.00 & total_deductions_by_hh_size >= 606.00","2-3","national","xgboost","any_error",40,0.575,0.3952,2,1,37,"buffer"
"HH_size_n <= 4.500 & homeless <= 0.500 & months_since_cert_n > 4.500 & unc_rawben_rel_max <= 0.616","4+","state","ranger","any_error",38,0.5789,0.3945,38,3,38,"buffer"
"months_since_cert_n >=   3 & shelter_expenses_by_hh_size >= 288 & total_deductions_by_hh_size >= 245","4+","state","xgboost","any_error",38,0.5789,0.3945,38,2,39,"buffer"
"elderly_disabled_i <=   0.5 & shelter_expenses_by_hh_size > 210.0 & total_deductions_by_hh_size > 236.0","4+","state","ranger","any_error",59,0.5424,0.3944,59,3,40,"buffer"
"months_since_cert_n >   4.500 & shelter_expenses_by_hh_size > 167.000 & unc_rawben_rel_max <=   0.616","4+","state","ranger","any_error",59,0.5424,0.3944,59,1,41,"buffer"
"medical_deductions >= 201.00 & months_since_cert_n <  18.00 & rawben_rel_max >=   0.32 & utilities < 462.00","2-3","national","xgboost","any_error",57,0.5439,0.3934,2,1,42,"buffer"
"HH_size_n <= 7.5000 & months_since_cert_n > 4.5000 & percent_abawd <= 0.0833 & rawben_rel_max <= 0.6160","4+","state","ranger","any_error",70,0.5286,0.3928,70,5,43,"buffer"
"shelter_expenses_by_hh_size > 1220.000 & unc_rawben_rel_max >    0.325 & unc_rawben_rel_max <=    0.993 & utilities <=  316.000","1","national","ranger","any_error",99,0.5051,0.391,6,6,44,"buffer"
"months_since_cert_n >=   5.000 & rawben_rel_max <   0.884 & shelter_expenses_by_hh_size >= 164.000 & shelter_expenses_by_hh_size < 422.000","4+","state","xgboost","any_error",77,0.5195,0.3902,77,6,45,"buffer"
"rawben_rel_max <=   0.991 & total_deductions_by_hh_size > 646.000 & utilities <=   5.000","1","national","ranger","any_error",209,0.4641,0.3858,3,1,46,"buffer"
"months_since_cert_n >=   7.00 & unc_rawben_rel_max >=   1.87 & utilities < 369.00","1","national","xgboost","any_error",143,0.4755,0.3811,14,13,47,"buffer"
"medical_deductions <= 138.000 & months_since_cert_n >   4.500 & total_deductions_by_hh_size > 672.000 & unc_rawben_rel_max <=   0.997","2-3","national","ranger","any_error",106,0.4906,0.3809,1,1,48,"buffer"
"elderly_disabled_i <   1 & months_since_cert_n >=   3 & total_deductions_by_hh_size >= 230","4+","state","xgboost","any_error",50,0.54,0.3803,50,1,49,"buffer"
"medical_deductions <= 140 & total_deductions_by_hh_size > 217 & utilities > 436","4+","state","ranger","any_error",31,0.5806,0.3781,31,1,50,"buffer"
"months_since_cert_n >   5.500 & shelter_expenses_by_hh_size > 622.000 & unc_rawben_rel_max >   0.776 & utilities <=  32.500","1","national","ranger","any_error",175,0.4629,0.3776,3,2,51,"buffer"
"months_since_cert_n <  22.000 & rawben_rel_max <   0.727 & total_deductions_by_hh_size >= 577.000 & utilities < 415.000","2-3","national","xgboost","any_error",66,0.5152,0.3764,4,3,52,"buffer"
"elderly_disabled_i >   0.500 & medical_deductions > 369.000 & rawben_rel_max >   0.826 & unc_rawben_rel_max <=   0.991","1","national","ranger","any_error",71,0.507,0.3735,1,1,53,"buffer"
"rawben_rel_max >    0.994 & rawben_rel_max <=    0.997 & total_deductions_by_hh_size >  310.000 & utilities <= 1050.000","2-3","national","ranger","any_error",71,0.507,0.3735,1,1,54,"buffer"
"rawben_rel_max <=    0.996 & shelter_expenses_by_hh_size <= 1330.000 & total_deductions_by_hh_size >  635.000 & utilities <=  471.000","2-3","national","ranger","any_error",99,0.4848,0.3719,5,1,55,"buffer"
"elderly_disabled_i <=   0.500 & months_since_cert_n >   5.500 & shelter_expenses_by_hh_size > 167.000 & unc_rawben_rel_max <=   0.951","4+","state","ranger","any_error",60,0.5167,0.3716,60,3,56,"buffer"
"rawben_rel_max <   0.777 & total_deductions_by_hh_size >= 606.000 & utilities < 551.000","2-3","national","xgboost","any_error",125,0.472,0.3715,6,1,57,"buffer"
"HH_size_n <= 7.500 & months_since_cert_n > 4.500 & rawben_rel_max <= 0.616","4+","state","ranger","any_error",76,0.5,0.3711,76,1,58,"buffer"
"months_since_cert_n <  30 & total_deductions_by_hh_size >= 477 & utilities >= 322 & utilities < 345","2-3","national","xgboost","any_error",38,0.5526,0.3704,9,3,59,"buffer"
"elderly_disabled_i >=   1.000 & rawben_rel_max >=   0.943 & total_deductions_by_hh_size >= 272.000 & utilities < 277.000","1","national","xgboost","any_error",364,0.4286,0.3697,11,3,60,"buffer"
"rawben_rel_max <   0.992 & total_deductions_by_hh_size >= 646.000 & utilities < 277.000","1","national","xgboost","any_error",345,0.429,0.3686,7,2,61,"buffer"
"months_since_cert_n >   1.50 & rawben_rel_max <=   0.52 & shelter_expenses_by_hh_size > 199.00 & unc_rawben_rel_max >   0.14","4+","state","ranger","any_error",56,0.5179,0.368,56,12,62,"buffer"
"months_since_cert_n >=   16.00 & shelter_expenses_by_hh_size < 1340.00 & unc_rawben_rel_max >=    1.55 & utilities <  483.00","1","national","xgboost","any_error",131,0.4656,0.3677,6,1,63,"buffer"
"rawben_rel_max >   0.991 & shelter_expenses_by_hh_size > 556.000 & unc_rawben_rel_max >   1.970 & utilities <= 365.000","1","national","ranger","any_error",105,0.4762,0.3668,9,3,64,"buffer"
"months_since_cert_n >   4.500 & shelter_expenses_by_hh_size > 520.000 & total_deductions_by_hh_size > 245.000 & unc_rawben_rel_max <=   0.954","2-3","state","ranger","any_error",34,0.5588,0.3666,34,31,65,"buffer"
"months_since_cert_n >=  6.00 & unc_rawben_rel_max >=  1.88 & utilities < 61.00","1","national","xgboost","any_error",54,0.5185,0.366,2,1,66,"buffer"
"rawben_rel_max >   0.997 & shelter_expenses_by_hh_size <= 679.000 & total_deductions_by_hh_size > 638.000 & unc_rawben_rel_max >   1.100","2-3","national","ranger","any_error",54,0.5185,0.366,4,2,67,"buffer"
"months_since_cert_n >  4.500 & total_deductions_by_hh_size > 59.400 & unc_rawben_rel_max <=  0.834","4+","state","ranger","any_error",103,0.4757,0.3654,103,6,68,"buffer"
"elderly_disabled_i <=   0.500 & months_since_cert_n >   4.500 & rawben_rel_max <=   0.971 & shelter_expenses_by_hh_size > 156.000","4+","state","ranger","any_error",89,0.4831,0.3645,89,6,69,"buffer"
"elderly_disabled_i <=   0.500 & months_since_cert_n >   5.500 & shelter_expenses_by_hh_size <= 325.000 & unc_rawben_rel_max <=   0.834","4+","state","ranger","any_error",52,0.5192,0.364,52,4,70,"buffer"
"elderly_disabled_i <=  0.500 & months_since_cert_n >  4.500 & months_since_cert_n <= 13.000 & rawben_rel_max <=  0.821","4+","state","ranger","any_error",94,0.4787,0.3633,94,2,71,"buffer"
"HH_size_n <=   4.50 & married >   0.50 & rawben_rel_max <=   0.84 & shelter_expenses_by_hh_size > 201.00","4+","state","ranger","any_error",30,0.5667,0.3625,30,3,72,"buffer"
"elderly_disabled_i >   0.50 & medical_deductions <= 282.00 & unc_rawben_rel_max >   1.26 & utilities <=  29.50","1","national","ranger","any_error",182,0.4451,0.3622,6,3,73,"buffer"
"married <=  0.500 & months_since_cert_n >  6.500 & months_since_cert_n <= 13.000 & unc_rawben_rel_max <=  0.821","4+","state","ranger","any_error",41,0.5366,0.362,41,1,74,"buffer"
"rawben_rel_max <   0.811 & shelter_expenses_by_hh_size >= 222.000 & shelter_expenses_by_hh_size < 428.000 & total_deductions_by_hh_size >= 213.000","4+","state","xgboost","any_error",41,0.5366,0.362,41,1,75,"buffer"
"children_i >   0.500 & months_since_cert_n >   5.500 & shelter_expenses_by_hh_size > 167.000 & unc_rawben_rel_max <=   0.951","4+","state","ranger","any_error",71,0.493,0.3604,71,2,76,"buffer"
"children_i >  0.500 & elderly_disabled_i >  0.500 & unc_rawben_rel_max > -0.447","1","national","ranger","any_error",37,0.5405,0.3573,2,2,77,"buffer"
"HH_size_n < 5.000 & months_since_cert_n >= 2.000 & rawben_rel_max >= 0.280 & rawben_rel_max < 0.607","4+","state","xgboost","any_error",37,0.5405,0.3573,37,3,78,"buffer"
"HH_size_n <= 8.500 & months_since_cert_n > 4.500 & percent_abawd <= 0.100 & unc_rawben_rel_max <= 0.833","4+","state","ranger","any_error",115,0.4609,0.357,115,6,79,"buffer"
"months_since_cert_n >   5.5000 & percent_abawd <=   0.0833 & rawben_rel_max <=   0.9830 & shelter_expenses_by_hh_size > 171.0000","4+","state","ranger","any_error",72,0.4861,0.3549,72,2,80,"buffer"
"medical_deductions > 216.000 & rawben_rel_max >   0.315 & rawben_rel_max <=   0.997 & utilities <= 414.000","1","national","ranger","any_error",143,0.4476,0.3545,4,3,81,"buffer"
"expedited_i <=   0.500 & rawben_rel_max >   0.997 & shelter_expenses_by_hh_size <= 670.000 & unc_rawben_rel_max >   1.520","2-3","national","ranger","any_error",143,0.4476,0.3545,8,2,82,"buffer"
"months_since_cert_n >   4.5 & shelter_expenses_by_hh_size > 226.0 & total_deductions_by_hh_size > 172.0 & total_deductions_by_hh_size <= 472.0","4+","state","ranger","any_error",58,0.5,0.354,58,1,83,"buffer"
"months_since_cert_n >=   4.00000 & shelter_expenses_by_hh_size >= 382.00000 & unc_rawben_rel_max >=  -0.00400 & unc_rawben_rel_max <  -0.00344","1","national","xgboost","any_error",77,0.4805,0.3538,2,2,84,"buffer"
"cat_elig <=   1.5000 & elderly_disabled_i <=   0.5000 & percent_abawd <=   0.0833 & total_deductions_by_hh_size > 185.0000","4+","state","ranger","any_error",63,0.4921,0.3521,63,5,85,"buffer"
"cat_elig >   0.5 & elderly_disabled_i >   0.5 & total_deductions_by_hh_size > 494.0 & utilities <=  30.5","1","national","ranger","any_error",400,0.4075,0.352,6,1,86,"buffer"
"elderly_disabled_i >   0.5 & percent_abawd <=   0.5 & shelter_expenses_by_hh_size <= 842.0 & unc_rawben_rel_max >   1.8","1","national","ranger","any_error",290,0.4172,0.352,5,1,87,"buffer"
"homeless >=   1 & medical_deductions < 110 & shelter_expenses_by_hh_size >= 852 & utilities < 800","1","national","xgboost","any_error",80,0.475,0.3509,2,1,88,"buffer"
"cat_elig <=   1.5 & months_since_cert_n >   1.5 & shelter_expenses_by_hh_size > 359.0 & total_deductions_by_hh_size > 154.0","4+","state","ranger","any_error",40,0.525,0.3496,40,5,89,"buffer"
"HH_size_n <= 8.500 & rawben_rel_max > 0.168 & rawben_rel_max <= 0.982 & unc_rawben_rel_max <= 0.315","4+","state","ranger","any_error",31,0.5484,0.3492,31,5,90,"buffer"
"expedited_i <= 0.500 & rawben_rel_max <= 0.315 & unc_rawben_rel_max > 0.159 & unc_rawben_rel_max <= 0.881","4+","state","ranger","any_error",31,0.5484,0.3492,31,1,91,"buffer"
"months_since_cert_n >   1.5 & shelter_expenses_by_hh_size > 338.0 & utilities > 436.0","4+","state","ranger","any_error",31,0.5484,0.3492,31,1,92,"buffer"
"HH_size_n <=   8.500 & rawben_rel_max >   0.149 & rawben_rel_max <=   0.616 & shelter_expenses_by_hh_size > 202.000","4+","state","ranger","any_error",93,0.4624,0.3475,93,8,93,"buffer"
"months_since_cert_n >=   4.00000 & unc_rawben_rel_max >=  -0.00400 & unc_rawben_rel_max <  -0.00344 & utilities >= 284.00000","1","national","xgboost","any_error",71,0.4789,0.3474,3,1,94,"buffer"
"cat_elig <=   1.5 & homeless <=   0.5 & months_since_cert_n >   4.5 & total_deductions_by_hh_size > 152.0","4+","state","ranger","any_error",59,0.4915,0.3473,59,3,95,"buffer"
"medical_deductions > 116.000 & medical_deductions <= 124.000 & rawben_rel_max >   0.262 & shelter_expenses_by_hh_size <= 848.000","1","national","ranger","any_error",38,0.5263,0.3467,2,2,96,"buffer"
"elderly_disabled_i >   0.5 & total_deductions_by_hh_size > 512.0 & unc_rawben_rel_max <=   1.0 & utilities <= 199.0","1","national","ranger","any_error",450,0.3978,0.3456,12,3,97,"buffer"
"HH_size_n <=   5.500 & married >   0.500 & rawben_rel_max <=   0.834 & shelter_expenses_by_hh_size > 210.000","4+","state","ranger","any_error",57,0.4912,0.3448,57,2,98,"buffer"
"elderly_disabled_i >   0.50 & total_deductions_by_hh_size <= 321.00 & unc_rawben_rel_max >   1.47","1","national","ranger","any_error",36,0.5278,0.3437,2,2,99,"buffer"
